0.1	0.6182637326
0.3	0.3631264711
0.5	0.428180918
0.7	0.6264447724
0.9	2.4337733317
1.1	1.2646826003
1.3	3.6785521128
1.5	5.6140806466
1.7	5.1127176362
1.9	6.5299351149
2.1	6.2543956783
2.3	5.6086866414
2.5	8.3076622795
2.7	13.4056614728
2.9	13.2023509772
3.1	16.6101982352
3.3	16.6163964535
3.5	18.1093993261
3.7	21.8228282446
3.9	16.6084360061
4.1	24.0779731171
4.3	24.7324796643
4.5	20.5515979982
4.7	28.2509079467
4.9	31.7949635262
5.1	34.3472029071
5.3	38.1868099191
5.5	41.1320047656
5.7	36.2840689028
5.9	43.5616366437
6.1	42.9850387056
6.3	42.1321940582
6.5	55.3651868328
6.7	47.8563106415
6.9	48.5428981166
7.1	65.2054226091
7.3	60.5790335715
7.5	61.5154896716
7.7	64.656151004
7.9	77.0051103976
8.1	71.3245347045
8.3	82.364646728
8.5	78.6226350915
8.7	93.1378571289
8.9	97.0886097058
